,RHY,RHR,RHP,RKN,RAP,RAR,LHY,LHR,LHP,LKN,LAP,LAR,RSP,RSR,RSY,REB,RWY,RWR,RWP,LSP,LSR,LSY,LEB,LWY,LWR,LWP,NKY,NK1,NK2,WST,RF1,RF2,RF3,RF4,RF5,LF1,LF2,LF3,LF4,LF5
,,,-0.577600,+0.335200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.579700,+0.336900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.581800,+0.338600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.583900,+0.340300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.586000,+0.342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.588100,+0.343700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.590200,+0.345400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.592300,+0.347100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.594400,+0.348800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.596500,+0.350500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.598600,+0.352200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.600700,+0.353900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.602800,+0.355600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.604900,+0.357300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.607000,+0.359000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.609100,+0.360700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.611200,+0.362400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.613300,+0.364100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.615400,+0.365800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.617500,+0.367500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.619600,+0.369200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.621700,+0.370900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.623800,+0.372600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.625900,+0.374300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.628000,+0.376000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.630100,+0.377700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.632200,+0.379400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.634300,+0.381100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.636400,+0.382800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.638500,+0.384500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.640600,+0.386200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.642700,+0.387900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.644800,+0.389600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.646900,+0.391300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.649000,+0.393000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.651100,+0.394700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.653200,+0.396400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.655300,+0.398100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.657400,+0.399800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.659500,+0.401500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.661600,+0.403200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.663700,+0.404900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.665800,+0.406600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.667900,+0.408300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.670000,+0.410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.672100,+0.411700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.674200,+0.413400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.676300,+0.415100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.678400,+0.416800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.680500,+0.418500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.682600,+0.420200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.684700,+0.421900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.686800,+0.423600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.688900,+0.425300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.691000,+0.427000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.693100,+0.428700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.695200,+0.430400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.697300,+0.432100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.699400,+0.433800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.701500,+0.435500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.703600,+0.437200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.705700,+0.438900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.707800,+0.440600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.709900,+0.442300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.712000,+0.444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.714100,+0.445700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.716200,+0.447400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.718300,+0.449100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.720400,+0.450800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.722500,+0.452500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.724600,+0.454200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.726700,+0.455900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.728800,+0.457600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.730900,+0.459300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.733000,+0.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.735100,+0.462700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.737200,+0.464400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.739300,+0.466100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.741400,+0.467800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.743500,+0.469500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.745600,+0.471200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.747700,+0.472900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.749800,+0.474600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.751900,+0.476300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.754000,+0.478000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.756100,+0.479700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.758200,+0.481400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.760300,+0.483100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.762400,+0.484800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.764500,+0.486500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.766600,+0.488200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.768700,+0.489900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.770800,+0.491600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.772900,+0.493300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.775000,+0.495000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.777100,+0.496700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.779200,+0.498400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.781300,+0.500100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.783400,+0.501800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.785500,+0.503500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.787600,+0.505200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.789700,+0.506900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.791800,+0.508600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.793900,+0.510300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.796000,+0.512000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.798100,+0.513700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.800200,+0.515400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.802300,+0.517100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.804400,+0.518800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.806500,+0.520500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.808600,+0.522200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.810700,+0.523900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.812800,+0.525600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.814900,+0.527300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.817000,+0.529000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.819100,+0.530700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.821200,+0.532400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.823300,+0.534100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.825400,+0.535800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.827500,+0.537500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.829600,+0.539200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.831700,+0.540900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.833800,+0.542600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.835900,+0.544300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.838000,+0.546000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.840100,+0.547700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.842200,+0.549400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.844300,+0.551100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.846400,+0.552800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.848500,+0.554500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.850600,+0.556200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.852700,+0.557900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.854800,+0.559600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.856900,+0.561300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.859000,+0.563000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.861100,+0.564700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.863200,+0.566400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.865300,+0.568100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.867400,+0.569800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.869500,+0.571500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.871600,+0.573200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.873700,+0.574900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.875800,+0.576600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.877900,+0.578300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+2.000000,,,-0.880000,+0.580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.578450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.576900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.575350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.573800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.572250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.570700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.569150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.567600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.566050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.564500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.562950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.561400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.559850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.558300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.556750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.555200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.553650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.552100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.550550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.549000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.547450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.545900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.544350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.542800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.541250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.539700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.538150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.536600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.535050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.533500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.531950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.530400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.528850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.527300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.525750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.524200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.522650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.521100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.519550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.518000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.516450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.514900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.513350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.511800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.510250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.508700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.507150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.505600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.504050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.502500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.500950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.499400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.497850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.496300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.494750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.493200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.491650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.490100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.488550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.487000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.485450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.483900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.482350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.480800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.479250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.477700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.476150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.474600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.473050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.471500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.469950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.468400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.466850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.465300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.463750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.462200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.460650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.459100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.457550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.454450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.452900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.451350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.449800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.448250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.446700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.445150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.443600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.442050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.440500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.438950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.437400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.435850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.434300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.432750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.431200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.429650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.428100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.426550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.425000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.423450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.421900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.420350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.418800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.417250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.415700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.414150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.412600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.411050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.409500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.407950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.406400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.404850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.403300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.401750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.400200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.398650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.397100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.395550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.394000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.392450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.390900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.389350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.387800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.386250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.384700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
