,RHY,RHR,RHP,RKN,RAP,RAR,LHY,LHR,LHP,LKN,LAP,LAR,RSP,RSR,RSY,REB,RWY,RWR,RWP,LSP,LSR,LSY,LEB,LWY,LWR,LWP,NKY,NK1,NK2,WST,RF1,RF2,RF3,RF4,RF5,LF1,LF2,LF3,LF4,LF5
,,,-0.880000,+0.383150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.381600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.380050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.378500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.376950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.375400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.373850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.372300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.370750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.369200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.367650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.366100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.364550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.363000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.361450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.359900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.358350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.356800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.355250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.353700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.352150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.350600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.349050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.347500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.345950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.344400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.342850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.341300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.339750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.338200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.336650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.335100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.333550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.330450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.328900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.327350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.325800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.324250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.322700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.321150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.319600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.318050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.316500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.314950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.313400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.311850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.310300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.308750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.307200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.305650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.304100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.302550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.301000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.299450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.297900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.296350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.294800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.293250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.291700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.290150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.288600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.287050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.285500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.283950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.282400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.280850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.279300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.277750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.276200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.274650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.273100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.271550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+3.000000,,,-0.880000,+0.270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.268900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.267800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.266700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.265600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.264500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.263400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.262300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.261200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.260100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.259000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.257900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.256800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.255700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.254600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.253500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.252400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.251300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.250200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.249100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.246900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.245800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.244700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.243600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.242500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.241400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.240300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.239200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.238100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.235900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.234800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.233700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.232600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.231500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.230400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.229300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.228200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.227100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.226000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.224900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.223800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.222700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.221600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.220500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.219400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.218300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.217200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.216100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.213900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.212800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.211700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.210600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.209500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.208400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.207300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.206200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.205100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.204000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.202900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.201800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.200700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.199600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.198500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.197400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.196300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.195200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.194100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.191900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.190800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.189700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.188600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.186400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.185300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.184200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.183100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.182000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.180900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.179800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.178700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.177600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.176500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.175400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.174300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.173200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.172100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.171000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.169900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.168800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.167700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.166600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.165500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.164400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.163300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.162200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.161100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.158900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.157800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.156700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.155600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.154500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.153400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.152300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.151200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.150100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.147900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.146800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.145700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.144600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.143500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.142400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.141300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.140200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.139100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.136900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.135800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.134700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.133600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.132500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.131400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.130300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.129200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.128100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.125900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.124800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.123700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.122600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.121500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.120400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.119300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.118200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.117100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.116000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.114900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.113800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.112700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.111600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.110500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.109400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.108300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.107200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.106100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.105000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.103900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.102800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.101700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.100600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.099500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.098400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.097300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.096200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.095100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.094000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.092900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.091800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.090700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.089600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.088500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.087400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.086300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.085200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.084100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.083000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.081900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.080800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.079700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.078600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.077500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.076400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.075300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.074200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.073100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.072000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.070900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.069800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.068700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.067600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.066500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.065400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.064300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.063200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.062100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.061000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.059900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.058800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.057700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.056600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.055500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.054400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.880000,+0.053300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
